NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TPM3	1	TPM3	
MAMSTR	1	MAMSTR	
SWAP70	1	SWAP70	
USP3	1	USP3	
TPM2	1	TPM2	
USP2	1	USP2	
TPM1	1	TPM1	
IPMK	1	IPMK	
CSGALNACT2	1	CSGALNACT2	
DYRK1A	1	DYRK1A	
DYRK1B	1	DYRK1B	
CHD1L	1	CHD1L	
PYGO1	1	PYGO1	
PYGO2	1	PYGO2	
BMP8B-AS1	1	BMP8B-AS1	
ZNF799	1	ZNF799	
SPINT1-AS1	1	SPINT1-AS1	
ERICH6-AS1	1	ERICH6-AS1	
RTN4R	1	RTN4R	
IPPK	1	IPPK	
ZNF793	1	ZNF793	
ZNF792	1	ZNF792	
ZNF791	1	ZNF791	
ZNF790	1	ZNF790	
GLT8D1	1	GLT8D1	
HMMR	1	HMMR	
FGGY	1	FGGY	
PRECSIT	1	PRECSIT	
SMN2	1	SMN2	
ZNF789	1	ZNF789	
ZNF787	1	ZNF787	
TPPP	1	TPPP	
SMN1	1	SMN1	
ZNF786	1	ZNF786	
ZNF785	1	ZNF785	
ZNF784	1	ZNF784	
ZNF783	1	ZNF783	
ZNF782	1	ZNF782	
AKIRIN2	1	AKIRIN2	
ZNF781	1	ZNF781	
AKIRIN1	1	AKIRIN1	
SLC4A11	1	SLC4A11	
DAB2	1	DAB2	
PDCL	1	PDCL	
TPP2	1	TPP2	
ZNF778	1	ZNF778	
TPP1	1	TPP1	
ZNF777	1	ZNF777	
ZNF776	1	ZNF776	
ZNF775	1	ZNF775	
ZNF774	1	ZNF774	
ZNF773	1	ZNF773	
ZNF772	1	ZNF772	
ZNF771	1	ZNF771	
ZNF770	1	ZNF770	
UFSP2	1	UFSP2	
KIAA0100	1	KIAA0100	
UFSP1	1	UFSP1	
ZNF768	1	ZNF768	
ZNF766	1	ZNF766	
ZNF765	1	ZNF765	
TNPO1	1	TNPO1	
ZNF764	1	ZNF764	
TNPO2	1	TNPO2	
ZNF763	1	ZNF763	
TNPO3	1	TNPO3	
PAAF1	1	PAAF1	
ILKAP	1	ILKAP	
ZNF761	1	ZNF761	
TPRN	1	TPRN	
WIPI1	1	WIPI1	
EDF1	1	EDF1	
WIPI2	1	WIPI2	
ZNF75D	1	ZNF75D	
ZNF75A	1	ZNF75A	
NPEPL1	1	NPEPL1	
DAD1	1	DAD1	
CTDSP1	1	CTDSP1	
CTDSP2	1	CTDSP2	
PLAG1	1	PLAG1	
FGL1	1	FGL1	
FGL2	1	FGL2	
PDHB	1	PDHB	
ZNF749	1	ZNF749	
ZNF747	1	ZNF747	
ZNF746	1	ZNF746	
ZNF740	1	ZNF740	
NLGN4Y	1	NLGN4Y	
SMOX	1	SMOX	
MFAP1	1	MFAP1	
ZNF738	1	ZNF738	
MFAP3	1	MFAP3	
ZNF737	1	ZNF737	
ZNF736	1	ZNF736	
OR8A1	1	OR8A1	
ZACN	1	ZACN	
ZNF730	1	ZNF730	
TPT1	1	TPT1	
CCDC200	1	CCDC200	
TMEM183A	1	TMEM183A	
CCDC201	1	CCDC201	
PDCD2L	1	PDCD2L	
TIAL1	1	TIAL1	
ZNF846	1	ZNF846	
PDK4	1	PDK4	
DAG1	1	DAG1	
ZNF845	1	ZNF845	
PDK3	1	PDK3	
ZNF844	1	ZNF844	
ZNF843	1	ZNF843	
ZNF841	1	ZNF841	
PDK2	1	PDK2	
BRICD5	1	BRICD5	
PDK1	1	PDK1	
PDHX	1	PDHX	
MIR4458HG	1	MIR4458HG	
SLC51A	1	SLC51A	
TIAM2	1	TIAM2	
TIAM1	1	TIAM1	
PWAR5	1	PWAR5	
ZNF839	1	ZNF839	
ZNF837	1	ZNF837	
RUNDC3A-AS1	1	RUNDC3A-AS1	
ZNF836	1	ZNF836	
HSBP1L1	1	HSBP1L1	
GINM1	1	GINM1	
ZNF830	1	ZNF830	
TMEM185B	1	TMEM185B	
TMEM185A	1	TMEM185A	
STXBP3	1	STXBP3	
STXBP4	1	STXBP4	
STXBP1	1	STXBP1	
STXBP2	1	STXBP2	
GSKIP	1	GSKIP	
RPAP1	1	RPAP1	
RPAP2	1	RPAP2	
RPAP3	1	RPAP3	
DDN-AS1	1	DDN-AS1	
ZNF829	1	ZNF829	
PDCD11	1	PDCD11	
ZNF827	1	ZNF827	
PDCD10	1	PDCD10	
ZNF823	1	ZNF823	
ZNF821	1	ZNF821	
STXBP5	1	STXBP5	
TMEM184A	1	TMEM184A	
TMEM184C	1	TMEM184C	
TMEM184B	1	TMEM184B	
SMU1	1	SMU1	
TPX2	1	TPX2	
SMTN	1	SMTN	
ADCK2	1	ADCK2	
ZNF816	1	ZNF816	
ADCK1	1	ADCK1	
ZNF814	1	ZNF814	
ZNF813	1	ZNF813	
ADCK5	1	ADCK5	
DCP1A	1	DCP1A	
DCP1B	1	DCP1B	
RPAIN	1	RPAIN	
C2CD5	1	C2CD5	
ZCCHC10	1	ZCCHC10	
C2CD3	1	C2CD3	
C2CD2	1	C2CD2	
ZCCHC17	1	ZCCHC17	
IPO9-AS1	1	IPO9-AS1	
ZCCHC14	1	ZCCHC14	
ZNF808	1	ZNF808	
ZNF805	1	ZNF805	
ZNF800	1	ZNF800	
ZCCHC24	1	ZCCHC24	
TMEM202-AS1	1	TMEM202-AS1	
EDN1	1	EDN1	
PPHLN1	1	PPHLN1	
PDCD1LG2	1	PDCD1LG2	
VWA8	1	VWA8	
BDNF-AS	1	BDNF-AS	
ACTRT3	1	ACTRT3	
VWCE	1	VWCE	
PDPR	1	PDPR	
CHRAC1	1	CHRAC1	
TIAF1	1	TIAF1	
PDPN	1	PDPN	
GINS1	1	GINS1	
GINS2	1	GINS2	
GINS3	1	GINS3	
GINS4	1	GINS4	
GRHL1	1	GRHL1	
ZNF516-DT	1	ZNF516-DT	
PDP1	1	PDP1	
MPHOSPH9	1	MPHOSPH9	
PDP2	1	PDP2	
MPHOSPH8	1	MPHOSPH8	
F2RL3	1	F2RL3	
MPHOSPH6	1	MPHOSPH6	
ZWILCH	1	ZWILCH	
LZIC	1	LZIC	
CCDC28B	1	CCDC28B	
CCDC28A	1	CCDC28A	
AZI2	1	AZI2	
RALBP1	1	RALBP1	
ZBTB11-AS1	1	ZBTB11-AS1	
MATR3	1	MATR3	
DAP3	1	DAP3	
STEAP1B	1	STEAP1B	
RUFY1-AS1	1	RUFY1-AS1	
PMAIP1	1	PMAIP1	
OGFRP1	1	OGFRP1	
SPECC1	1	SPECC1	
CORO7-PAM16	1	CORO7-PAM16	
TSGA10	1	TSGA10	
GRHPR	1	GRHPR	
TGIF2-RAB5IF	1	TGIF2-RAB5IF	
EOLA2	1	EOLA2	
MRFAP1L1	1	MRFAP1L1	
EOLA1	1	EOLA1	
RABEPK	1	RABEPK	
OASL	1	OASL	
TOP1MT	1	TOP1MT	
BRD3OS	1	BRD3OS	
PLAUR	1	PLAUR	
IQCE	1	IQCE	
FAM86B1	1	FAM86B1	
IQCC	1	IQCC	
IQCD	1	IQCD	
IQCG	1	IQCG	
SUPV3L1	1	SUPV3L1	
IQCN	1	IQCN	
ALDH1A3	1	ALDH1A3	
IQCK	1	IQCK	
RABEP1	1	RABEP1	
OAS1	1	OAS1	
RABEP2	1	RABEP2	
THRAP3	1	THRAP3	
OAS2	1	OAS2	
OAS3	1	OAS3	
ALDH1A1	1	ALDH1A1	
PDXK	1	PDXK	
PDXP	1	PDXP	
PKIA-AS1	1	PKIA-AS1	
OGFRL1	1	OGFRL1	
UXT-AS1	1	UXT-AS1	
ERICH1	1	ERICH1	
ALDH1B1	1	ALDH1B1	
LURAP1	1	LURAP1	
S100PBP	1	S100PBP	
SNCA	1	SNCA	
SLC4A7	1	SLC4A7	
SLC4A8	1	SLC4A8	
ERVH48-1	1	ERVH48-1	
NSDHL	1	NSDHL	
DAXX	1	DAXX	
SND1	1	SND1	
SLC5A6	1	SLC5A6	
TBPL2	1	TBPL2	
TBPL1	1	TBPL1	
PADI2	1	PADI2	
MTMR1	1	MTMR1	
MTMR2	1	MTMR2	
MTMR3	1	MTMR3	
MEAF6	1	MEAF6	
MTMR8	1	MTMR8	
MTMR9	1	MTMR9	
MTMR4	1	MTMR4	
OAZ1	1	OAZ1	
SLC5A3	1	SLC5A3	
SLC5A4	1	SLC5A4	
MTMR6	1	MTMR6	
OAZ2	1	OAZ2	
MTMR7	1	MTMR7	
SLC5A5	1	SLC5A5	
OAZ3	1	OAZ3	
HMGXB4	1	HMGXB4	
HMGXB3	1	HMGXB3	
PROSER3	1	PROSER3	
B3GALNT2	1	B3GALNT2	
B3GALNT1	1	B3GALNT1	
NAPSA	1	NAPSA	
RASSF1-AS1	1	RASSF1-AS1	
ERLIN1	1	ERLIN1	
ERLIN2	1	ERLIN2	
SNF8	1	SNF8	
AZU1	1	AZU1	
MLLT11	1	MLLT11	
MLLT10	1	MLLT10	
SASS6	1	SASS6	
NAPEPLD	1	NAPEPLD	
TRAM2-AS1	1	TRAM2-AS1	
LMF1-AS1	1	LMF1-AS1	
LITAF	1	LITAF	
TRIOBP	1	TRIOBP	
EEA1	1	EEA1	
RAB11B-AS1	1	RAB11B-AS1	
FGFBP3	1	FGFBP3	
ELOVL1	1	ELOVL1	
RIPK3	1	RIPK3	
ELOVL5	1	ELOVL5	
RIPK2	1	RIPK2	
VWA5A	1	VWA5A	
ELOVL6	1	ELOVL6	
SUMF2	1	SUMF2	
POU5F1	1	POU5F1	
SUMF1	1	SUMF1	
POU5F2	1	POU5F2	
SLC29A4	1	SLC29A4	
SLC29A1	1	SLC29A1	
SLC29A3	1	SLC29A3	
SLC29A2	1	SLC29A2	
OR10H1	1	OR10H1	
MIR29B2CHG	1	MIR29B2CHG	
OR10H5	1	OR10H5	
FSTL4	1	FSTL4	
FSTL3	1	FSTL3	
RECQL4	1	RECQL4	
RECQL5	1	RECQL5	
CARNS1	1	CARNS1	
P2RY12	1	P2RY12	
P2RY13	1	P2RY13	
P2RY10	1	P2RY10	
UTP6	1	UTP6	
SLC16A1	1	SLC16A1	
P2RY11	1	P2RY11	
UTP4	1	UTP4	
UTP3	1	UTP3	
OR10G3	1	OR10G3	
YLPM1	1	YLPM1	
MEAK7	1	MEAK7	
LINC00266-1	1	LINC00266-1	
ZNF699	1	ZNF699	
ZNF697	1	ZNF697	
ZNF696	1	ZNF696	
ZNF695	1	ZNF695	
PECR	1	PECR	
ZNF692	1	ZNF692	
ZNF691	1	ZNF691	
CSE1L	1	CSE1L	
STK19	1	STK19	
HNMT	1	HNMT	
STK10	1	STK10	
STK11	1	STK11	
STK16	1	STK16	
KPNA6	1	KPNA6	
SLC16A6	1	SLC16A6	
SLC16A7	1	SLC16A7	
SLC16A8	1	SLC16A8	
ZNF689	1	ZNF689	
KPNA4	1	KPNA4	
KPNA5	1	KPNA5	
ZNF688	1	ZNF688	
ZNF687	1	ZNF687	
KPNA2	1	KPNA2	
GPRC5D-AS1	1	GPRC5D-AS1	
KPNA3	1	KPNA3	
SLC16A3	1	SLC16A3	
SLC16A4	1	SLC16A4	
KPNA1	1	KPNA1	
ZNF684	1	ZNF684	
SLC16A5	1	SLC16A5	
ZNF682	1	ZNF682	
ZNF681	1	ZNF681	
ACAP3	1	ACAP3	
ACAP2	1	ACAP2	
ACAP1	1	ACAP1	
ZNF678	1	ZNF678	
ZNF677	1	ZNF677	
UTRN	1	UTRN	
ZNF675	1	ZNF675	
KPNB1	1	KPNB1	
ZNF674	1	ZNF674	
ZNF672	1	ZNF672	
ZNF671	1	ZNF671	
ZNF670	1	ZNF670	
BEAN1	1	BEAN1	
TSACC	1	TSACC	
PEF1	1	PEF1	
STK39	1	STK39	
THADA	1	THADA	
FHIT	1	FHIT	
ACAT2	1	ACAT2	
ACAT1	1	ACAT1	
STK33	1	STK33	
TMEM147-AS1	1	TMEM147-AS1	
STK35	1	STK35	
STK36	1	STK36	
STK38	1	STK38	
ZNF669	1	ZNF669	
ZNF668	1	ZNF668	
ZNF667	1	ZNF667	
ZNF665	1	ZNF665	
ZNF664	1	ZNF664	
ZNF662	1	ZNF662	
ZNF660	1	ZNF660	
SRD5A1	1	SRD5A1	
SRD5A3	1	SRD5A3	
EEF2	1	EEF2	
PTGES2-AS1	1	PTGES2-AS1	
STK24	1	STK24	
STK25	1	STK25	
STK26	1	STK26	
ZNF658	1	ZNF658	
ZNF655	1	ZNF655	
ZNF654	1	ZNF654	
ZNF653	1	ZNF653	
ZNF652	1	ZNF652	
POMT2	1	POMT2	
SOD2-OT1	1	SOD2-OT1	
FHL1	1	FHL1	
POMT1	1	POMT1	
FHL2	1	FHL2	
FHL3	1	FHL3	
NRARP	1	NRARP	
MIR23AHG	1	MIR23AHG	
CAPZB	1	CAPZB	
SUMO1	1	SUMO1	
SUMO3	1	SUMO3	
ZNF649	1	ZNF649	
SUMO2	1	SUMO2	
ZNF646	1	ZNF646	
ZNF644	1	ZNF644	
WAKMAR2	1	WAKMAR2	
TNFSF12-TNFSF13	1	TNFSF12-TNFSF13	
ZNF641	1	ZNF641	
OVGP1	1	OVGP1	
C2orf92	1	C2orf92	
SBNO1-AS1	1	SBNO1-AS1	
DBF4	1	DBF4	
NSMCE4A	1	NSMCE4A	
SNPH	1	SNPH	
ZNF639	1	ZNF639	
ZNF638	1	ZNF638	
ZNF630	1	ZNF630	
C2orf81	1	C2orf81	
CKMT2	1	CKMT2	
C2orf88	1	C2orf88	
ZNF629	1	ZNF629	
ZNF628	1	ZNF628	
ZNF627	1	ZNF627	
ZNF626	1	ZNF626	
CDC37L1	1	CDC37L1	
ZNF625	1	ZNF625	
ZNF624	1	ZNF624	
ZNF623	1	ZNF623	
ZNF622	1	ZNF622	
ZNF621	1	ZNF621	
ZNF620	1	ZNF620	
TMPPE	1	TMPPE	
SNRK	1	SNRK	
ZNF619	1	ZNF619	
ZNF618	1	ZNF618	
C2orf74	1	C2orf74	
C2orf76	1	C2orf76	
ZNF616	1	ZNF616	
ZNF615	1	ZNF615	
ZNF614	1	ZNF614	
ZNF613	1	ZNF613	
ZNF611	1	ZNF611	
ZNF610	1	ZNF610	
LPGAT1	1	LPGAT1	
LINC02043	1	LINC02043	
LINC02042	1	LINC02042	
OGFOD3	1	OGFOD3	
SRGAP2C	1	SRGAP2C	
C2orf69	1	C2orf69	
C2orf68	1	C2orf68	
OGFOD1	1	OGFOD1	
ZNF726	1	ZNF726	
OGFOD2	1	OGFOD2	
ZNF724	1	ZNF724	
ZNF721	1	ZNF721	
ZNF720	1	ZNF720	
PELO	1	PELO	
SRGAP2B	1	SRGAP2B	
ARMT1	1	ARMT1	
LINC02035	1	LINC02035	
SCAF11	1	SCAF11	
PHYKPL	1	PHYKPL	
C2orf50	1	C2orf50	
THAP2	1	THAP2	
THAP1	1	THAP1	
FNDC5	1	FNDC5	
THAP4	1	THAP4	
THAP3	1	THAP3	
PRDX6-AS1	1	PRDX6-AS1	
THAP6	1	THAP6	
THAP5	1	THAP5	
ZNF718	1	ZNF718	
THAP8	1	THAP8	
ZNF717	1	ZNF717	
ZNF716	1	ZNF716	
THAP7	1	THAP7	
ZNF714	1	ZNF714	
THAP9	1	THAP9	
ZNF713	1	ZNF713	
ZNF711	1	ZNF711	
TAGLN2	1	TAGLN2	
PCBP1-AS1	1	PCBP1-AS1	
ZNF710	1	ZNF710	
BVES-AS1	1	BVES-AS1	
OBI1	1	OBI1	
LINC02028	1	LINC02028	
CRACD	1	CRACD	
ITPR1-DT	1	ITPR1-DT	
LINC02064	1	LINC02064	
SNX3	1	SNX3	
APH1A	1	APH1A	
SNX4	1	SNX4	
ZNF709	1	ZNF709	
SNX1	1	SNX1	
COMMD8	1	COMMD8	
ZNF708	1	ZNF708	
COMMD9	1	COMMD9	
APH1B	1	APH1B	
ZNF707	1	ZNF707	
SNX2	1	SNX2	
ZNF706	1	ZNF706	
ZNF704	1	ZNF704	
C2orf42	1	C2orf42	
ZNF703	1	ZNF703	
ZNF701	1	ZNF701	
SNX9	1	SNX9	
ZNF700	1	ZNF700	
C2orf49	1	C2orf49	
SNX7	1	SNX7	
SNX8	1	SNX8	
SNX5	1	SNX5	
SNX6	1	SNX6	
LINC02055	1	LINC02055	
GDNF-AS1	1	GDNF-AS1	
INTS1	1	INTS1	
CRADD	1	CRADD	
INTS3	1	INTS3	
LINC02054	1	LINC02054	
INTS2	1	INTS2	
SNW1	1	SNW1	
TASOR2	1	TASOR2	
INTS5	1	INTS5	
PEMT	1	PEMT	
INTS4	1	INTS4	
INTS7	1	INTS7	
INTS6	1	INTS6	
INTS9	1	INTS9	
INTS8	1	INTS8	
MINCR	1	MINCR	
CCDC122	1	CCDC122	
CCDC121	1	CCDC121	
CCDC120	1	CCDC120	
DCTN1-AS1	1	DCTN1-AS1	
CCDC127	1	CCDC127	
CCDC126	1	CCDC126	
CCDC125	1	CCDC125	
CCDC124	1	CCDC124	
PEPD	1	PEPD	
YEATS2-AS1	1	YEATS2-AS1	
ACADM	1	ACADM	
ACADS	1	ACADS	
ACAD8	1	ACAD8	
CCDC112	1	CCDC112	
TMEM150B	1	TMEM150B	
DBNL	1	DBNL	
TMEM150A	1	TMEM150A	
CCDC115	1	CCDC115	
CCDC113	1	CCDC113	
MINK1	1	MINK1	
ACAD9	1	ACAD9	
COMMD2	1	COMMD2	
H4-16	1	H4-16	
COMMD3	1	COMMD3	
CCDC117	1	CCDC117	
COMMD1	1	COMMD1	
COMMD6	1	COMMD6	
COMMD7	1	COMMD7	
TMEM150C	1	TMEM150C	
COMMD4	1	COMMD4	
COMMD5	1	COMMD5	
CSDE1	1	CSDE1	
KXD1	1	KXD1	
C2orf16	1	C2orf16	
C2orf15	1	C2orf15	
STK40	1	STK40	
CAPS2	1	CAPS2	
SATB1	1	SATB1	
SATB2	1	SATB2	
LINC02021	1	LINC02021	
DOT1L	1	DOT1L	
HEATR1	1	HEATR1	
CCDC107	1	CCDC107	
MALSU1	1	MALSU1	
CCDC106	1	CCDC106	
SERTAD3	1	SERTAD3	
SERTAD1	1	SERTAD1	
SERTAD2	1	SERTAD2	
PES1	1	PES1	
PERP	1	PERP	
HEATR3	1	HEATR3	
LINC02019	1	LINC02019	
HEATR4	1	HEATR4	
HEATR6	1	HEATR6	
PLD5P1	1	PLD5P1	
LINC02018	1	LINC02018	
LINC02012	1	LINC02012	
LINC02013	1	LINC02013	
PER2	1	PER2	
ALDH4A1	1	ALDH4A1	
PER1	1	PER1	
GFI1B	1	GFI1B	
PER3	1	PER3	
CMSS1	1	CMSS1	
LINC02009	1	LINC02009	
LINC02008	1	LINC02008	
ESYT2	1	ESYT2	
ESYT1	1	ESYT1	
LINC02006	1	LINC02006	
CCDC167	1	CCDC167	
DBR1	1	DBR1	
ACAA2	1	ACAA2	
CCDC169	1	CCDC169	
CYP46A1	1	CYP46A1	
CAPN7	1	CAPN7	
CAPN5	1	CAPN5	
CAPN2	1	CAPN2	
CAPN3	1	CAPN3	
CAPN1	1	CAPN1	
EPPIN	1	EPPIN	
SATL1	1	SATL1	
DHDDS-AS1	1	DHDDS-AS1	
ACAA1	1	ACAA1	
ARHGEF40	1	ARHGEF40	
CCDC163	1	CCDC163	
ZBP1	1	ZBP1	
CCDC154	1	CCDC154	
CCDC153	1	CCDC153	
CCDC159	1	CCDC159	
CCDC157	1	CCDC157	
PCOLCE	1	PCOLCE	
TANC2	1	TANC2	
TANC1	1	TANC1	
CCDC152	1	CCDC152	
CCDC150	1	CCDC150	
CCDC142	1	CCDC142	
ARHGEF26	1	ARHGEF26	
CCDC149	1	CCDC149	
CCDC146	1	CCDC146	
ACACB	1	ACACB	
ACACA	1	ACACA	
ZNF346-IT1	1	ZNF346-IT1	
CCDC141	1	CCDC141	
FAM95C	1	FAM95C	
CCDC134	1	CCDC134	
ARHGEF35	1	ARHGEF35	
CCDC138	1	CCDC138	
ARHGEF37	1	ARHGEF37	
CCDC137	1	CCDC137	
CCDC136	1	CCDC136	
ARHGEF39	1	ARHGEF39	
C13orf46	1	C13orf46	
LINC02089	1	LINC02089	
LINC02080	1	LINC02080	
SOBP	1	SOBP	
DNPH1	1	DNPH1	
ARMH4	1	ARMH4	
ZNF385C	1	ZNF385C	
OR2A1-AS1	1	OR2A1-AS1	
ZNF385B	1	ZNF385B	
HORMAD1	1	HORMAD1	
ARMH3	1	ARMH3	
ZNF385A	1	ZNF385A	
ARMH1	1	ARMH1	
ARHGEF11	1	ARHGEF11	
BCKDHA	1	BCKDHA	
LINC02078	1	LINC02078	
ARHGEF10	1	ARHGEF10	
ARHGEF12	1	ARHGEF12	
LINC02073	1	LINC02073	
ARHGEF17	1	ARHGEF17	
LINC02076	1	LINC02076	
BCKDHB	1	BCKDHB	
ARHGEF16	1	ARHGEF16	
ARHGEF19	1	ARHGEF19	
ARHGEF18	1	ARHGEF18	
CBR3-AS1	1	CBR3-AS1	
PEX2	1	PEX2	
PEX1	1	PEX1	
GPCPD1	1	GPCPD1	
HEXA-AS1	1	HEXA-AS1	
TRDN	1	TRDN	
PEX7	1	PEX7	
ARNILA	1	ARNILA	
IRF3	1	IRF3	
PEX3	1	PEX3	
IRF4	1	IRF4	
PEX6	1	PEX6	
IRF1	1	IRF1	
PEX5	1	PEX5	
IRF2	1	IRF2	
IRF7	1	IRF7	
BLVRB	1	BLVRB	
IRF8	1	IRF8	
CCDC191	1	CCDC191	
IRF5	1	IRF5	
IRF6	1	IRF6	
BLVRA	1	BLVRA	
IRF9	1	IRF9	
TPT1-AS1	1	TPT1-AS1	
CCDC189	1	CCDC189	
CCDC187	1	CCDC187	
CCDC186	1	CCDC186	
DNPEP	1	DNPEP	
MARVELD2	1	MARVELD2	
MARVELD1	1	MARVELD1	
MARVELD3	1	MARVELD3	
DCDC2B	1	DCDC2B	
KLRC4-KLRK1	1	KLRC4-KLRK1	
CCDC180	1	CCDC180	
CCDC183	1	CCDC183	
LINC02096	1	LINC02096	
SOD2	1	SOD2	
IRGM	1	IRGM	
NCBP2AS2	1	NCBP2AS2	
SOD1	1	SOD1	
EEPD1	1	EEPD1	
IRGQ	1	IRGQ	
GOLPH3	1	GOLPH3	
GLB1	1	GLB1	
BRMS1L	1	BRMS1L	
CCDC170	1	CCDC170	
RANGRF	1	RANGRF	
FAM98C	1	FAM98C	
FAM98B	1	FAM98B	
FAM98A	1	FAM98A	
CCDC174	1	CCDC174	
CCDC171	1	CCDC171	
TRIR	1	TRIR	
TRIO	1	TRIO	
GUSBP11	1	GUSBP11	
H2AC19	1	H2AC19	
UPK3BL1	1	UPK3BL1	
UPK3BL2	1	UPK3BL2	
FNBP1L	1	FNBP1L	
GLDN	1	GLDN	
H2AC18	1	H2AC18	
GLE1	1	GLE1	
H2AC11	1	H2AC11	
MILR1	1	MILR1	
CREB3L4	1	CREB3L4	
CREB3L2	1	CREB3L2	
PLCE1	1	PLCE1	
PIP4K2A	1	PIP4K2A	
MS4A14	1	MS4A14	
PIP4K2B	1	PIP4K2B	
PIP4K2C	1	PIP4K2C	
JUNB	1	JUNB	
NHLRC3	1	NHLRC3	
NHLRC4	1	NHLRC4	
PIH1D1	1	PIH1D1	
GLCE	1	GLCE	
SARNP	1	SARNP	
TYRO3	1	TYRO3	
PIH1D2	1	PIH1D2	
NHLRC1	1	NHLRC1	
NHLRC2	1	NHLRC2	
TDRKH-AS1	1	TDRKH-AS1	
SRCAP	1	SRCAP	
FICD	1	FICD	
GLG1	1	GLG1	
CRACR2A	1	CRACR2A	
PPP4C	1	PPP4C	
PLCG2	1	PLCG2	
PLCG1	1	PLCG1	
SEPTIN14P5	1	SEPTIN14P5	
NR2C2AP	1	NR2C2AP	
JUND	1	JUND	
DNASE2B	1	DNASE2B	
SLC6A6	1	SLC6A6	
FIBP	1	FIBP	
SLC6A7	1	SLC6A7	
PPP5C	1	PPP5C	
SLC6A8	1	SLC6A8	
GIPC3	1	GIPC3	
GIPC1	1	GIPC1	
PLCH2	1	PLCH2	
TRMU	1	TRMU	
TGFB1I1	1	TGFB1I1	
TRMO	1	TRMO	
MS4A4E	1	MS4A4E	
GLI1	1	GLI1	
SLC6A1	1	SLC6A1	
PFAS	1	PFAS	
H2AZ1-DT	1	H2AZ1-DT	
MS4A4A	1	MS4A4A	
GLI4	1	GLI4	
IMPA1	1	IMPA1	
IMPA2	1	IMPA2	
PITPNA-AS1	1	PITPNA-AS1	
RIOK2	1	RIOK2	
RIOK1	1	RIOK1	
MUC20-OT1	1	MUC20-OT1	
FMC1-LUC7L2	1	FMC1-LUC7L2	
HSFX2	1	HSFX2	
HSFX1	1	HSFX1	
MS4A6A	1	MS4A6A	
PLCB3	1	PLCB3	
ZNF599	1	ZNF599	
PLCB1	1	PLCB1	
PLCB2	1	PLCB2	
ZNF598	1	ZNF598	
ZNF597	1	ZNF597	
ZNF595	1	ZNF595	
ZNF594	1	ZNF594	
ZNF593	1	ZNF593	
ZNF592	1	ZNF592	
PACC1	1	PACC1	
MS4A6E	1	MS4A6E	
FAM71F2	1	FAM71F2	
MIPOL1	1	MIPOL1	
ZNF589	1	ZNF589	
ZNF587	1	ZNF587	
ZNF586	1	ZNF586	
ZNF584	1	ZNF584	
ZNF583	1	ZNF583	
ZNF582	1	ZNF582	
ZNF581	1	ZNF581	
ZNF580	1	ZNF580	
RIOK3	1	RIOK3	
CARD8	1	CARD8	
CARD9	1	CARD9	
CARD6	1	CARD6	
LAPTM5	1	LAPTM5	
TTC9C	1	TTC9C	
LRPPRC	1	LRPPRC	
FAM71E1	1	FAM71E1	
SULF2	1	SULF2	
FIG4	1	FIG4	
SARM1	1	SARM1	
RLIM	1	RLIM	
ZNF579	1	ZNF579	
ZNF578	1	ZNF578	
ZNF577	1	ZNF577	
PLCD3	1	PLCD3	
ZNF576	1	ZNF576	
SLC28A1	1	SLC28A1	
ZNF575	1	ZNF575	
PLCD1	1	PLCD1	
ZNF574	1	ZNF574	
SLC28A3	1	SLC28A3	
ZNF573	1	ZNF573	
PHLDB1	1	PHLDB1	
ZNF571	1	ZNF571	
CSF3R	1	CSF3R	
ZNF570	1	ZNF570	
IRS1	1	IRS1	
YEATS4	1	YEATS4	
IRS2	1	IRS2	
METRNL	1	METRNL	
ZNF569	1	ZNF569	
ZNF568	1	ZNF568	
ZNF567	1	ZNF567	
ZNF566	1	ZNF566	
PHLDA1	1	PHLDA1	
ZNF565	1	ZNF565	
ZNF564	1	ZNF564	
PHLDA3	1	PHLDA3	
ZNF563	1	ZNF563	
ZNF562	1	ZNF562	
PNISR	1	PNISR	
ZNF561	1	ZNF561	
SLC15A1	1	SLC15A1	
SLC15A2	1	SLC15A2	
KIAA1614	1	KIAA1614	
STIM1	1	STIM1	
STIM2	1	STIM2	
ZNF559	1	ZNF559	
ZNF558	1	ZNF558	
ZNF557	1	ZNF557	
ZNF556	1	ZNF556	
PHLDB3	1	PHLDB3	
ZNF555	1	ZNF555	
ZNF554	1	ZNF554	
GLYR1	1	GLYR1	
ZNF552	1	ZNF552	
ZNF551	1	ZNF551	
CSF1R	1	CSF1R	
ZNF550	1	ZNF550	
GLO1	1	GLO1	
PHF21A	1	PHF21A	
STIP1	1	STIP1	
ZNF549	1	ZNF549	
ZNF548	1	ZNF548	
ZNF547	1	ZNF547	
PAXIP1-DT	1	PAXIP1-DT	
ZNF546	1	ZNF546	
SLC15A3	1	SLC15A3	
ZNF544	1	ZNF544	
SLC15A4	1	SLC15A4	
ZNF543	1	ZNF543	
IMPG2	1	IMPG2	
ZNF540	1	ZNF540	
GLMN	1	GLMN	
ADAMTSL4-AS1	1	ADAMTSL4-AS1	
CYBRD1	1	CYBRD1	
GLMP	1	GLMP	
ADAMTSL4-AS2	1	ADAMTSL4-AS2	
CHERP	1	CHERP	
YEATS2	1	YEATS2	
RIOX1	1	RIOX1	
RIOX2	1	RIOX2	
SPIRE2	1	SPIRE2	
